Wallet,Fate_Rewards
0x0027be93454f18e04e26ee19c22b9dad5b2f58e5,45484.751994828803456504
0x003492edf9605c85b68d2fe77bf1cf549f4bd875,75984.370981594650240876
0x005d9cb4bfc58276fbb6395a7f33ca06003f645f,22390.787677598860764412
0x00ecbf277eaa948a1915659e9193ff9f8d274c48,1713.287883642651744936
0x015067f48ba0b52ae27c1ef310210213dc6b73f4,8038.083109922316015824
0x01827a0283b2133d17e280fbdad0bada36255b95,50921.487583578633708176
0x019e298985534e32e6a4a469b3ff5b51ad89f427,1185.595260666562566576
0x01a99ee37bae60cc554fca8a9755c76917a40b14,5.974438463751638072
0x01dc7dd1f008008e928a51f221bbdb3825f9491b,494286.545624445703222512
0x01e7f86485fde4393dc396e0d6bd696c8ef55085,9390.186100609746593296
0x02441851f2fd85e9b46d9c6a5287f56484e2ec72,3219.58163358970200076
0x02713ccac3ee0476147f0ad010bc3906738a8878,10208.452299234235901988
0x02fa5eb5067c0d4a74e83f395af7ab6db7999208,14134.418681140839941756
0x03cd8272f4f0396d825e329a797bef66a1575447,1476.956636521288017172
0x041d552686bba6758489f8fc2132bce1da5952f7,3206.929024079977124468
0x04b70e9ef8b53b13455f42186c428e9fb0853ba1,164507.454666257375080804
0x052fbc4e44764f6af0b4088b21b51b21dee62b87,3761.518394990087568712
0x056c0eec54edd3b58c2df89b80abce8f8554fb99,1780.925757063683655556
0x05976ae3ab8e6b3b01039f616670d3dd18b440a8,10118.53389444133974032
0x05b3cd4c7ebef291b99bdd6d319e84c59eb95747,921.72660005650705208
0x05e5ab383f3c2d423cfd118b83420261ab0990bc,1512.628401679991171756
0x05eee03f9a3fa10aac2921451421a9f4e37eabbc,7674.659575444903055052
0x0655d9a7c0b6e83dab59b04409971781dfe6b691,222506.990337463430376424
0x06eb061298400ae581b5a61a200548a757ebbd26,5107.872997602033230012
0x0757bf3cb1e3f72f923a60a3f8c728809fe2b7ec,273.469751503087725412
0x07bd933f4e0acad517c319b2196332eeaa957da1,7.082246538379113804
0x085421cbb02a34e6f5cb2782ef72d9f5b99984d0,9454.151087081119791804
0x085a288077461f7a662ce91d59c8cf7dbca6a324,133768.917438749271147128
0x089bf3e372643868e2efd18b00bf58f4d93511c9,153.757177602570879352
0x08ea6e53b8f2464144439981655d9ca1d8098178,2398.057762730871792588
0x0998c03bde3ba6170a73e464f2c152778829e941,6127.657348712721701376
0x09d4cc177663c056be397b993c853e83f1ba3935,857273.650407201380530356
0x0a127c3976b5dfbe8fbbb24c236318fd248486cb,940706.230934034116446552
0x0a3a41824db4e090da8e011a782ca2e0b0d22e01,63.289742478196602924
0x0ac6e7cc69a4d3c0e9efd02aadc1c5a215f8fdf1,98.669677892305256848
0x0ae8192b510fe3a7f76d187e61bf1d9f37866713,16.220852919651936976
0x0b09f2845a509655797db011ba5e5581cf9afd65,28075.352013400003016312
0x0b3804716a80539306cf5f9b4d1442f8f8b8ab92,6436.70953910277838118
0x0b5283cd5f8ce27363260319a0b575cec9680a6c,45510.957453585494148376
0x0b6e297a36ec54ffb9e5a53e90dd8f76d4e15a1b,1004.46778256532695598
0x0b89abc702d930257763afb084637f246644c5b3,486.089480913413257224
0x0bf01a1e21c5853fd627b27f6af9ff9a4fde7976,8873.105305237524795288
0x0bfc9bea92b9dff8f7819aeef443ac4ac7390957,200.29316980609294454
0x0c2f25ef33baf2a7fe896cff0fec6f8256ee65c7,17952.213447860211374052
0x0c4fcee37b1cbcca6b794ae3322735d6f41b74ad,583.180785168089132032
0x0c55b13cec1df9a2acac90d16e80105fc3207344,969.41362298024202262
0x0ccebbb258c22224b6f046a2be9c488e25ab5bc0,5090.116706671490345368
0x0ce3b2b720b19702e51947eeaee24250da1a180d,106.2641087096591953
0x0d05d736db2b9923cdf3fe967ea8b4e17da94c5e,716.708883470913642236
0x0dccb9984b8531049706ce5a6d837df3ad35ff4a,66245.050800497670743916
0x0e15c6b69dd471c15ae930993b33c864e1e1d8cf,105576.810666043790722096
0x1002d9e169d5389574c381a2cf0f7e0d798e920f,140.76075872075757332
0x100e2c699df987a99c033e5a0c0bbc6461c100af,723.464730277644661956
0x101fac000bd6a466e5a19f4c9a78910f02fbd5ca,13.524189231558474696
0x1052632686b623293a8ed63f8d40b9ae5ecc1ea9,3020.816957912376882548
0x10ac1802f11616f141bf1459a9564c0307acedf2,1688.890876194445455276
0x10cab5fcd2ad5aa442e00860a62f7f647cc89ed2,3.122429228196172248
0x10f93dcb208543412415dd49da5d89f97f15a2bb,44158.60681500590540254
0x1128ac0fa232c6697427e3a235284bb81f38d32c,25.606441983170280328
0x11df8e9e16b7b0a504f62507dbc38b80de89fa6d,92.733635603397903124
0x127d3f24adc91c81f6b0e1e00935c0a2e6b90856,11008.010609492886439032
0x1371d3038d35e9406f7ce55df1db4c6302704f10,1887.358179463638267744
0x1393ad7db59bc4c4b38d749a9330cf35cf20c0cd,1210.634733253208708292
0x146217e07978475d9863f014c6e2d537e06dfa9d,956.099408607334991332
